ordem;restaurant_id;categoria;nome;descricao;preco_exportado_reais;disponivel_no_csv_original;origem_preco_exportado;preco_bruto_origem_centavos;caminho_categorias;source_id;json_pointer;opcoes_e_adicionais;sinalizacoes;status_revisao;observacoes_ike
194;meet_and_eat;Single Malt Whisky;Macallan 18 Anos;;680,00;true;price direto;68000;Bebidas > Single Malt Whisky;67182631cd84ed55510935d0;/body/2/menus/15/menuItems/4;[sem rotulo]: 680,00;DESCRICAO_AUSENTE;PENDENTE;
195;meet_and_eat;Whisky Japonese;The chita single grain;;132,00;true;price direto;13200;Bebidas > Whisky Japonese;671827cbcd84ed5551099b9d;/body/2/menus/16/menuItems/0;[sem rotulo]: 132,00;DESCRICAO_AUSENTE;PENDENTE;
196;meet_and_eat;Whisky Japonese;The hakushu single malt;;233,00;true;price direto;23300;Bebidas > Whisky Japonese;671827cbcd84ed5551099ba2;/body/2/menus/16/menuItems/1;[sem rotulo]: 233,00;DESCRICAO_AUSENTE;PENDENTE;
197;meet_and_eat;Whisky Japonese;The yamazaki single malt;;255,00;true;price direto;25500;Bebidas > Whisky Japonese;671827cbcd84ed5551099ba7;/body/2/menus/16/menuItems/2;[sem rotulo]: 255,00;DESCRICAO_AUSENTE;PENDENTE;
198;meet_and_eat;Whisky Japonese;Hibiki suntory;;177,00;true;price direto;17700;Bebidas > Whisky Japonese;6718291ccd84ed55510a0407;/body/2/menus/16/menuItems/3;[sem rotulo]: 177,00;DESCRICAO_AUSENTE;PENDENTE;
199;meet_and_eat;Cognac & Brandy;Hennessy Vsop;;168,00;true;price direto;16800;Bebidas > Cognac & Brandy;6304eaa31b684f0011d0b7ac;/body/2/menus/17/menuItems/0;[sem rotulo]: 168,00;DESCRICAO_AUSENTE;PENDENTE;
200;meet_and_eat;Rum & Cachaça;Anísio Santiago;;99,00;true;price direto;9900;Bebidas > Rum & Cachaça;6304eb62773fd5001156694d;/body/2/menus/18/menuItems/0;[sem rotulo]: 99,00;DESCRICAO_AUSENTE;PENDENTE;
201;meet_and_eat;Rum & Cachaça;Appleton Estate;;68,00;true;price direto;6800;Bebidas > Rum & Cachaça;6304eb0bdaf31500126c30ad;/body/2/menus/18/menuItems/1;[sem rotulo]: 68,00;DESCRICAO_AUSENTE;PENDENTE;
202;meet_and_eat;Rum & Cachaça;Espírito De Minas;;46,00;true;price direto;4600;Bebidas > Rum & Cachaça;6304eb41be84a50011888826;/body/2/menus/18/menuItems/2;[sem rotulo]: 46,00;DESCRICAO_AUSENTE;PENDENTE;
203;meet_and_eat;Rum & Cachaça;Famigerada;;36,00;true;price direto;3600;Bebidas > Rum & Cachaça;645c02cf36739a00555ef105;/body/2/menus/18/menuItems/3;[sem rotulo]: 36,00;DESCRICAO_AUSENTE;PENDENTE;
204;meet_and_eat;Rum & Cachaça;Havana 3 Anos;;38,00;true;price direto;3800;Bebidas > Rum & Cachaça;6304eaeb773fd50011566948;/body/2/menus/18/menuItems/4;[sem rotulo]: 38,00;DESCRICAO_AUSENTE;PENDENTE;
205;meet_and_eat;Rum & Cachaça;Havana 7 Anos;;68,00;true;price direto;6800;Bebidas > Rum & Cachaça;6304ead9773fd50011566939;/body/2/menus/18/menuItems/5;[sem rotulo]: 68,00;DESCRICAO_AUSENTE;PENDENTE;
206;meet_and_eat;Tequila;Clase Azul Tequila;"CLASSE AZUL REPOSADO
Clase Azul Tequila - uma garrafa de verdadeira arte.
Todas as garrafas da destilaria Clase Azul são formadas à mão e pintadas individualmente - não há duas garrafas iguais.

A Tequila Clase Azul REPOSADO é uma Tequila Ultra Premium, produzida a partir da Blue Weberagave.";5000,00;true;price direto;500000;Bebidas > Tequila;6304ef0a9411f1001180f520;/body/2/menus/19/menuItems/0;[sem rotulo]: 5000,00;;PENDENTE;
207;meet_and_eat;Tequila;Don Julio Blanca;;98,00;true;price direto;9800;Bebidas > Tequila;6748b346973ffde09077cf81;/body/2/menus/19/menuItems/1;[sem rotulo]: 98,00;DESCRICAO_AUSENTE;PENDENTE;
208;meet_and_eat;Champagnes;Veuve Clicquot Brut;De coloração palha, com borbulhas finas e intensas e aromas finos de maçã, pera madura, flores brancas, brioche e tostado. Em boca apresenta muita elegância, com final longo e mineral.;990,00;true;opcao ativa unica;99000;Carta de Vinhos > Champagnes;6304cf05773fd500115661eb;/body/3/menus/0/menuItems/0;[sem rotulo]: 990,00;PRECO_EM_OPCAO;PENDENTE;
209;meet_and_eat;Champagnes;Pol Roger;"O sofisticado Pol Roger Brut foi o Champagne escolhido para nada menos que os dois últimos casamentos reais da coroa britânica. Apontado como ""a escolha dos especialistas"", é um Champagne de muita classe e complexidade, que envelhece longos anos nas frias caves de Pol Roger. É um assemblage de vinhos elaborados com uvas colhidas em grande parte de vinhedos Grand Cru e Premier Cru, com adição de 25% de vinhos reserva, de safras antigas. Sem dúvida, uma grande referência em Champagne.";1500,00;true;opcao ativa unica;150000;Carta de Vinhos > Champagnes;68e7c89475a10b7f7e2374e2;/body/3/menus/0/menuItems/1;[sem rotulo]: 1500,00;PRECO_EM_OPCAO;PENDENTE;
210;meet_and_eat;Champagnes;Louis Roederer Cristal;Sua cor é dourada e brilhante. Espuma branca, vivíssima e evanescente. Perlage fino e persistente. Bouquet pronunciado de extraordinária elegância. Exala amêndoa e flores brancas. Sabor seco, untuoso, elegante e harmônico com aristocrático fundo de amêndoa tostada.;7400,00;true;opcao ativa unica;740000;Carta de Vinhos > Champagnes;68e7ca1975a10b7f7e23b5a3;/body/3/menus/0/menuItems/2;[sem rotulo]: 7400,00;PRECO_EM_OPCAO;PENDENTE;
211;meet_and_eat;Champagnes;Dom Pérignon Vintage;"Elaborado apenas em safras excepcionais, Dom Pérignon é produzido com as uvas mais nobres da região de Champagne, seguindo um processo artesanal que reflete o legado de Dom Pierre Pérignon, o monge visionário do século XVII que buscava criar ""o melhor vinho do mundo"". A versão Luminous une o luxo sensorial ao visual, conquistando desde conhecedores exigentes até celebridades e festas exclusivas.";3900,00;true;opcao ativa unica;390000;Carta de Vinhos > Champagnes;6a9c80be15a8adbc6599c762;/body/3/menus/0/menuItems/3;[sem rotulo]: 3900,00;PRECO_EM_OPCAO;PENDENTE;
212;meet_and_eat;Espumante;Vallontano Lh Zanini Extra Brut;É o primeiro espumante artesanal brasileiro de autor. Elaborado pelo método champenoise, é produzido em uma quantidade limitada de 2.500 garrafas.;380,00;true;opcao ativa unica;38000;Carta de Vinhos > Espumante;672fd432eae94ac362137251;/body/3/menus/1/menuItems/0;[sem rotulo]: 380,00;PRECO_EM_OPCAO;PENDENTE;
213;meet_and_eat;Espumante;Blanc Des Blancs Comte d'Ormont Brut;Espumante de excepcional relação qualidade/preço, assinado por Guy Saget, um dos grandes nomes do Loire. Bastante aromático e fresco, com ótima acidez e muito agradável.;265,00;true;opcao ativa unica;26500;Carta de Vinhos > Espumante;68e7cc8475a10b7f7e244735;/body/3/menus/1/menuItems/1;[sem rotulo]: 265,00;PRECO_EM_OPCAO;PENDENTE;
214;meet_and_eat;Vinho Branco;Santa Magdalena Reserva Chardonnay;Aroma intenso e um paladar marcante. De origem chilena, o vinho é marcado pelo seu sabor acido e persistente, com textura macia e untuosa. Já o seu aroma possui toques de mineiras e notas cítricas das frutas maduras tropicais que conferem ao olfato uma sensação única e indescritível.;210,00;true;opcao ativa unica;21000;Carta de Vinhos > Vinho Branco;64a061636c89f1005337d03c;/body/3/menus/2/menuItems/0;[sem rotulo]: 210,00;PRECO_EM_OPCAO | NOME_REPETIDO_EM_OUTRA_CATEGORIA;PENDENTE;
215;meet_and_eat;Vinho Branco;Catena Zapata Chardonay;;340,00;true;opcao ativa unica;34000;Carta de Vinhos > Vinho Branco;672545b5eae94ac362462516;/body/3/menus/2/menuItems/1;[sem rotulo]: 340,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
216;meet_and_eat;Vinho Branco;Los vascos sauvignon blanc;;215,00;true;opcao ativa unica;21500;Carta de Vinhos > Vinho Branco;67254768eae94ac3624721a7;/body/3/menus/2/menuItems/2;[sem rotulo]: 215,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
217;meet_and_eat;Vinho Branco;Pinot Grigio Delle Venezie DOC;O Pinot Grigio Campagnola é um delicioso vinho leve, com ótimo frescor e presença na boca, num estilo que te convida ao próximo gole. Perfeito para ser tomado como aperitivo ou para combinar com saladas, peixes e frutos do mar.;245,00;true;opcao ativa unica;24500;Carta de Vinhos > Vinho Branco;67254a99eae94ac362496677;/body/3/menus/2/menuItems/3;[sem rotulo]: 245,00;PRECO_EM_OPCAO;PENDENTE;
218;meet_and_eat;Vinho Branco;Joseph Drouhin Chadonnay;;720,00;true;opcao ativa unica;72000;Carta de Vinhos > Vinho Branco;672fcec8eae94ac3620fe7e5;/body/3/menus/2/menuItems/4;[sem rotulo]: 720,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
219;meet_and_eat;Vinho Branco;Chablis Cuvee Tete D'or;;1200,00;true;opcao ativa unica;120000;Carta de Vinhos > Vinho Branco;672fd1c8eae94ac36211b0ce;/body/3/menus/2/menuItems/5;[sem rotulo]: 1200,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
220;meet_and_eat;Vinho Branco;Uxmal chardonnay;;190,00;true;opcao ativa unica;19000;Carta de Vinhos > Vinho Branco;672fd76deae94ac36215cf6d;/body/3/menus/2/menuItems/6;[sem rotulo]: 190,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
221;meet_and_eat;Vinho Branco;Guy Saget Sancerre;;950,00;true;opcao ativa unica;95000;Carta de Vinhos > Vinho Branco;672fd98daf94e8de93d4125f;/body/3/menus/2/menuItems/7;[sem rotulo]: 950,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
222;meet_and_eat;Vinho Branco;Luis Pato Maria Gomes;A uva Maria Gomes é um dos maiores achados do vinho português, originando brancos incrivelmente frescos e aromáticos. Um vinho leve, com atraentes notas florais, perfeito para ser bebido como aperitivo ou na companhia de peixes e mariscos, com a assinatura do genial Luis Pato.;240,00;true;opcao ativa unica;24000;Carta de Vinhos > Vinho Branco;673120edeae94ac36297e8d6;/body/3/menus/2/menuItems/8;[sem rotulo]: 240,00;PRECO_EM_OPCAO;PENDENTE;
223;meet_and_eat;Vinho Branco;Alamos Torrontés;Alamos Torrontés é, sem dúvida, um dos melhores vinhos elaborados com esta casta. A safra de 2022 recebeu 90 pontos de Robert Parker. Rico e aromático, com ótimo frescor e elegância, é elaborado com uvas de vinhedos plantados na região de Salta.;225,00;true;opcao ativa unica;22500;Carta de Vinhos > Vinho Branco;6803c3fb46dc5cd01127d252;/body/3/menus/2/menuItems/9;[sem rotulo]: 225,00;PRECO_EM_OPCAO | NOME_REPETIDO_EM_OUTRA_CATEGORIA;PENDENTE;
224;meet_and_eat;Vinho Branco;Gaierhof Doc;;265,00;true;opcao ativa unica;26500;Carta de Vinhos > Vinho Branco;6a8895e6dc1e72be988e0754;/body/3/menus/2/menuItems/10;[sem rotulo]: 265,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
225;meet_and_eat;Vinho Branco;Studio by Miraval IGP Mediterranee;Studio Miraval branco é um delicioso tributo à uva Rolle, chamada na Itália de Vermentino. O vinho é elaborado com uma pequena parcela que circunda o histórico estúdio e outra aos pés da famosa montanha de Cézanne. Mineral e muito expressivo, é cítrico e fresco no palato, com uma destacada nota salina. Uma bela surpresa, que é uma companhia perfeita para peixes e frutos do mar!;500,00;true;opcao ativa unica;50000;Carta de Vinhos > Vinho Branco;6aa04bdb9e04a5c5b2866513;/body/3/menus/2/menuItems/11;[sem rotulo]: 500,00;PRECO_EM_OPCAO;PENDENTE;
226;meet_and_eat;Vinho Rose;Chiaretto di Bardolino;;220,00;true;opcao ativa unica;22000;Carta de Vinhos > Vinho Rose;672fe04eeae94ac3621e1415;/body/3/menus/3/menuItems/0;[sem rotulo]: 220,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
227;meet_and_eat;Vinho Rose;Bayanegra Rosé;O Bayanegra Rosé 2021 é produzido com a uva Tempranillo, cultivada a 800 metros de altitude, na região vitivinícola de Castilla-La Mancha, na Espanha. As uvas são prensadas inteiras. A fermentação alcoólica ocorre em tanques de aço inox sob temperatura controlada. O vinho não estagia em madeira para manter o frescor e os aromas.;200,00;true;opcao ativa unica;20000;Carta de Vinhos > Vinho Rose;672fe250eae94ac362207651;/body/3/menus/3/menuItems/1;[sem rotulo]: 200,00;PRECO_EM_OPCAO;PENDENTE;
228;meet_and_eat;Vinho Rose;La Petite Perriere;;300,00;true;opcao ativa unica;30000;Carta de Vinhos > Vinho Rose;672fe41beae94ac36222b6b7;/body/3/menus/3/menuItems/2;[sem rotulo]: 300,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
229;meet_and_eat;Vinho Rose;Altano douro;;360,00;true;opcao ativa unica;36000;Carta de Vinhos > Vinho Rose;672fe595eae94ac362249500;/body/3/menus/3/menuItems/3;[sem rotulo]: 360,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
230;meet_and_eat;Vinho Rose;Miraval rosé;;850,00;true;opcao ativa unica;85000;Carta de Vinhos > Vinho Rose;672fe6e7eae94ac362260cb7;/body/3/menus/3/menuItems/4;[sem rotulo]: 850,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
231;meet_and_eat;Vinho Rose;Kabbalah Rose;Jovem, frutado e refrescante, o Vinho Kabbalah Seleção Especial Rosé agrada todos os tipos de públicos. Sua versatilidade e equilíbrio o tornam um vinho ideal para qualquer ocasião, podendo ser apreciado sozinho ou harmonizado. No paladar, um sabor frutado, leve e persistente. No olfato, um aroma doce de morango, framboesa e um toque floral. A aparência do vinho é impecável, a cor rosa salmão é delicada e chamativa.;189,00;true;opcao ativa unica;18900;Carta de Vinhos > Vinho Rose;69e280812b689af348d5e088;/body/3/menus/3/menuItems/5;[sem rotulo]: 189,00;PRECO_EM_OPCAO;PENDENTE;
232;meet_and_eat;Vinho Rose;Los Vascos Rosé;;215,00;true;opcao ativa unica;21500;Carta de Vinhos > Vinho Rose;6a87974de740a15c2cd1ea3d;/body/3/menus/3/menuItems/6;[sem rotulo]: 215,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
233;meet_and_eat;Vinho Tinto;Chacayes;;1690,00;true;opcao ativa unica;169000;Carta de Vinhos > Vinho Tinto;6696f70d959be2a8baad56e5;/body/3/menus/4/menuItems/0;[sem rotulo]: 1690,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
234;meet_and_eat;Vinho Tinto;Château Petit Boyer;Nariz muito fino a frutos vermelhos maduros que remetem a cassis, amora e cereja, com um leve toque de torrefação proveniente dos seus 10 meses de estágio em barril francês. Na boca: redondo, flexível , frutado e bom equilíbrio.;220,00;true;opcao ativa unica;22000;Carta de Vinhos > Vinho Tinto;63374daa1a69000011b51149;/body/3/menus/4/menuItems/1;[sem rotulo]: 220,00;PRECO_EM_OPCAO;PENDENTE;
235;meet_and_eat;Vinho Tinto;Santa Magdalena Reserva Cabernet Sauvignon 2024;De origem chilena, o vinho Santa Magdalena Reserva Cabernet Sauvignon possui coloração rubi intensa e um aroma de frutas maduras, como cereja, groselha e amora. Além disso, o toque defumado e as notas de cedro deixam um fundo marcante e inigualável no paladar. Vinho tinto concentrado com taninos aveludados e um final longo e persistente. Produzidos com uvas Cabernet Sauvignon selecionadas proporcionando intensidade a bebida.;180,00;true;opcao ativa unica;18000;Carta de Vinhos > Vinho Tinto;64443bf10653a50055d8f4e3;/body/3/menus/4/menuItems/2;[sem rotulo]: 180,00;PRECO_EM_OPCAO;PENDENTE;
236;meet_and_eat;Vinho Tinto;Santa Magdalena Reserva Syrah;;200,00;true;opcao ativa unica;20000;Carta de Vinhos > Vinho Tinto;656a536f46a1df005b6e047b;/body/3/menus/4/menuItems/3;[sem rotulo]: 200,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
237;meet_and_eat;Vinho Tinto;Catena Zapata Angelica Zapata Cabernet Franc Alta;Elaborado com uvas dos vinhedos Altamira e La Pirámide, de baixíssimos rendimentos, mostra um estilo que lembra alguns dos famosos vinhos de St Emilion em Bordeaux, com uma pronunciada elegância. Um vinho de longa guarda, que deve ficar ainda mais fino após alguns anos em garrafa.;600,00;true;opcao ativa unica;60000;Carta de Vinhos > Vinho Tinto;67254f95eae94ac3624cf5c2;/body/3/menus/4/menuItems/4;[sem rotulo]: 600,00;PRECO_EM_OPCAO;PENDENTE;
238;meet_and_eat;Vinho Tinto;JACOPO BIONDI SANTI SASSOALORO;;780,00;true;opcao ativa unica;78000;Carta de Vinhos > Vinho Tinto;67264e53eae94ac3629342df;/body/3/menus/4/menuItems/5;[sem rotulo]: 780,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
239;meet_and_eat;Vinho Tinto;Pisano Rpf Petit Verdot;Grande sucesso de Pisano, este varietal de Petit Verdot é complexo e concentrado, mostrando todo o potencial desta grande uva que raramente é majoritária. O bouquet é exuberante e fino. Na boca, mostra potência e elegância.;415,00;true;opcao ativa unica;41500;Carta de Vinhos > Vinho Tinto;672e8d35eae94ac3629fd6a0;/body/3/menus/4/menuItems/6;[sem rotulo]: 415,00;PRECO_EM_OPCAO;PENDENTE;
240;meet_and_eat;Vinho Tinto;Clos Apalta;;3570,00;true;opcao ativa unica;357000;Carta de Vinhos > Vinho Tinto;672f8431eae94ac362d982d5;/body/3/menus/4/menuItems/7;[sem rotulo]: 3570,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
241;meet_and_eat;Vinho Tinto;Brunello Di Montalcino Gaja;;2500,00;true;opcao ativa unica;250000;Carta de Vinhos > Vinho Tinto;672f869ceae94ac362dc0f9d;/body/3/menus/4/menuItems/8;[sem rotulo]: 2500,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
242;meet_and_eat;Vinho Tinto;Catena Zapata Estiba Reservada;Tinto cultuado, produzido apenas em anos excepcionais, com uma seleção rigorosa das melhores uvas Cabernet Sauvignon, o Catena Zapata Estiba Reservada é, sem dúvida, um dos melhores tintos da Argentina. Mostra uma classe e elegância fora de série. Para Parker, é um vinho maravilhoso que merece ser comparado aos melhores Cabernet Sauvignon do Napa Valley. Maturado 24 meses em barricas novas de carvalho francês (Taransauld).;4560,00;true;opcao ativa unica;456000;Carta de Vinhos > Vinho Tinto;672f87a7332fc70f16ae2a23;/body/3/menus/4/menuItems/9;[sem rotulo]: 4560,00;PRECO_EM_OPCAO;PENDENTE;
243;meet_and_eat;Vinho Tinto;Alión Ribera del Duero;;2980,00;true;opcao ativa unica;298000;Carta de Vinhos > Vinho Tinto;672f8987eae94ac362de5a3f;/body/3/menus/4/menuItems/10;[sem rotulo]: 2980,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
244;meet_and_eat;Vinho Tinto;Pintia;"O fantástico Pintia é o grande tinto elaborado por Vega Sicilia na emergente região do Toro. Logo em sua primeira safra, já recebeu 95 pontos de Robert Parker e muitos elogios de Jancis Robinson, que o indicou como o melhor vinho do Toro que já provou. Poderoso e encorpado, mas com classe e elegância, ""um punho de aço em luvas de seda"", nas palavras de Steven Spurrier.";2370,00;true;opcao ativa unica;237000;Carta de Vinhos > Vinho Tinto;672f8cc6eae94ac362e0b0ff;/body/3/menus/4/menuItems/11;[sem rotulo]: 2370,00;PRECO_EM_OPCAO;PENDENTE;
245;meet_and_eat;Vinho Tinto;Caymus cabernet sauvignon;;2580,00;true;opcao ativa unica;258000;Carta de Vinhos > Vinho Tinto;672f8e1c2cce05a07923640d;/body/3/menus/4/menuItems/12;[sem rotulo]: 2580,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
246;meet_and_eat;Vinho Tinto;Amayna Syrah;;650,00;true;opcao ativa unica;65000;Carta de Vinhos > Vinho Tinto;672f93a7eae94ac362e68f2a;/body/3/menus/4/menuItems/13;[sem rotulo]: 650,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
247;meet_and_eat;Vinho Tinto;Meandro do Vale Meão;Em boca, é um Vinho Tinto fresco e complexo, contando com um final longo e persistente. Esse é um rótulo que goza de um ótimo potencial de guarda, podendo envelhecer na garrafa por até uma década!;590,00;true;opcao ativa unica;59000;Carta de Vinhos > Vinho Tinto;672f94b3eae94ac362e7e42c;/body/3/menus/4/menuItems/14;[sem rotulo]: 590,00;PRECO_EM_OPCAO;PENDENTE;
248;meet_and_eat;Vinho Tinto;Catena Zapata Malbec Argentino Catena Zapata;;2280,00;true;opcao ativa unica;228000;Carta de Vinhos > Vinho Tinto;672f9876eae94ac362eb1991;/body/3/menus/4/menuItems/15;[sem rotulo]: 2280,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
249;meet_and_eat;Vinho Tinto;Vosne Romanee;;3360,00;true;opcao ativa unica;336000;Carta de Vinhos > Vinho Tinto;672f9a2ceae94ac362ece972;/body/3/menus/4/menuItems/16;[sem rotulo]: 3360,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
250;meet_and_eat;Vinho Tinto;Roberto Riga;;210,00;true;opcao ativa unica;21000;Carta de Vinhos > Vinho Tinto;6830e1ceacba6866d68df3f2;/body/3/menus/4/menuItems/17;[sem rotulo]: 210,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
251;meet_and_eat;Vinho Tinto;Roccabaro chianti Reserva;;310,00;true;opcao ativa unica;31000;Carta de Vinhos > Vinho Tinto;68485baa34dc829a48de87bc;/body/3/menus/4/menuItems/18;[sem rotulo]: 310,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
252;meet_and_eat;Vinho Tinto;Vallontano LH Zanini;Resultado do corte de uvas passificadas Ancellotta, Tannat, Teroldego e outras castas em menor proporção, o LH Zanini é um vinho artístico, artesanal e que traduz a manifestação típica das variedades utilizadas. Sua complexidade aromática, devido ao processo de apassimento, é fantástica. Seu rótulo é uma homenagem ao cartunista belga Maurice Rosy. Um belo vinho fruto da junção terra - homem - vinha, de produção muito limitada.;390,00;true;opcao ativa unica;39000;Carta de Vinhos > Vinho Tinto;68a1f1848eb3b14989e4b024;/body/3/menus/4/menuItems/19;[sem rotulo]: 390,00;PRECO_EM_OPCAO;PENDENTE;
253;meet_and_eat;Vinho Tinto;Bourgogne Rouge;;810,00;true;opcao ativa unica;81000;Carta de Vinhos > Vinho Tinto;697e723feb20f30dc91d355b;/body/3/menus/4/menuItems/20;[sem rotulo]: 810,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
254;meet_and_eat;Vinho Tinto;DV Catena Cabernet-Malbec;O excelente DV Catena Cabernet-Malbec é elaborado com uvas de dois terroirs distintos, de altitudes diferentes. Este emblemático corte argentino, combina a exuberância de fruta da Malbec com a estrutura e elegância da Cabernet Sauvignon. O resultado é um vinho de ótima complexidade, com um toque sedoso e macio no palato. Produzido para o mercado interno argentino, este vinho de pequena produção é uma das melhores compras deste fantástico produtor.;590,00;true;opcao ativa unica;59000;Carta de Vinhos > Vinho Tinto;69d02930153e136f14e3c4c3;/body/3/menus/4/menuItems/21;[sem rotulo]: 590,00;PRECO_EM_OPCAO;PENDENTE;
255;meet_and_eat;Vinho Tinto;Kabbalah Merlot;De origem Chilena, o Vinho Kabbalah Seleção Especial Merlot possui aroma de frutos escuros maduros, notas de tabaco e um agradável toque de mineral. O sabor frutado é fresco, porém chamativo. Com isso, o Vinho é sedutoramente persistente e contém um frescor com taninos. Ideal para ser consumido na temperatura de 15°C.;210,00;true;opcao ativa unica;21000;Carta de Vinhos > Vinho Tinto;69ea548e276bf15b4422a837;/body/3/menus/4/menuItems/22;[sem rotulo]: 210,00;PRECO_EM_OPCAO | NOME_REPETIDO_EM_OUTRA_CATEGORIA;PENDENTE;
256;meet_and_eat;Vinho Tinto;Santa Magdalena Signature Pinot Noir;Seu caráter mais sensual cativo com uma boa estrutura, aveludada, taninos suaves e um longo e sedutor final.;200,00;true;opcao ativa unica;20000;Carta de Vinhos > Vinho Tinto;6a419200f7e4a80f1348ae80;/body/3/menus/4/menuItems/23;[sem rotulo]: 200,00;PRECO_EM_OPCAO;PENDENTE;
257;meet_and_eat;Vinho Tinto;Santa Magdalena Signature;"Olfativo: cereja, rosa mosqueta, amêndoas torradas. Notas suaves de chocolate e caramelo.
Paladar: Bem estruturado e de alta complexidade. Apresenta um certo calor que é acompanhado pela frescura da sua acidez, com taninos maduros e evolução elegante.";200,00;true;opcao ativa unica;20000;Carta de Vinhos > Vinho Tinto;6a419907f7e4a80f1349c1d0;/body/3/menus/4/menuItems/24;[sem rotulo]: 200,00;PRECO_EM_OPCAO;PENDENTE;
258;meet_and_eat;Vinho Tinto;Vinã tarapaca Gran Reserva;;300,00;true;opcao ativa unica;30000;Carta de Vinhos > Vinho Tinto;6a8899f1dc1e72be988e45a0;/body/3/menus/4/menuItems/25;[sem rotulo]: 300,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
259;meet_and_eat;Vinho Tinto;"Passo dei sani 'Terre di chieti"" IGT";;200,00;true;opcao ativa unica;20000;Carta de Vinhos > Vinho Tinto;6a889a91e740a15c2cdd0fab;/body/3/menus/4/menuItems/26;[sem rotulo]: 200,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
260;meet_and_eat;Vinho Tinto;Vega Sicília Único Reserva Especial;;15590,00;true;opcao ativa unica;1559000;Carta de Vinhos > Vinho Tinto;6aa06db88128ef0828fca593;/body/3/menus/4/menuItems/27;[sem rotulo]: 15590,00;PRECO_EM_OPCAO | DESCRICAO_AUSENTE;PENDENTE;
261;meet_and_eat;Vinho Taça;Santa Magdalena Reserva Chardonnay;Aroma intenso e um paladar marcante. De origem chilena, o vinho é marcado pelo seu sabor acido e persistente, com textura macia e untuosa. Já o seu aroma possui toques de mineiras e notas cítricas das frutas maduras tropicais que conferem ao olfato uma sensação única e indescritível.;49,00;true;opcao ativa unica;4900;Carta de Vinhos > Vinho Taça;64a06246f484b30052895c61;/body/3/menus/5/menuItems/0;[sem rotulo]: 49,00;PRECO_EM_OPCAO | NOME_REPETIDO_EM_OUTRA_CATEGORIA;PENDENTE;
262;meet_and_eat;Vinho Taça;Santa Magdalena Reserva Cabernet Sauvigon;De origem chilena, o vinho Santa Magdalena Reserva Cabernet Sauvignon possui coloração rubi intensa e um aroma de frutas maduras, como cereja, groselha e amora. Além disso, o toque defumado e as notas de cedro deixam um fundo marcante e inigualável no paladar. Vinho tinto concentrado com taninos aveludados e um final longo e persistente. Produzidos com uvas Cabernet Sauvignon selecionadas proporcionando intensidade a bebida.;49,00;true;opcao ativa unica;4900;Carta de Vinhos > Vinho Taça;66a5585c38b48ff5715b9766;/body/3/menus/5/menuItems/1;[sem rotulo]: 49,00;PRECO_EM_OPCAO;PENDENTE;
263;meet_and_eat;Vinho Taça;Alamos Torrontés;Alamos Torrontés é, sem dúvida, um dos melhores vinhos elaborados com esta casta. A safra de 2022 recebeu 90 pontos de Robert Parker. Rico e aromático, com ótimo frescor e elegância, é elaborado com uvas de vinhedos plantados na região de Salta.;59,00;true;opcao ativa unica;5900;Carta de Vinhos > Vinho Taça;680bf49e4f14e9b18ea8cfcb;/body/3/menus/5/menuItems/2;[sem rotulo]: 59,00;PRECO_EM_OPCAO | NOME_REPETIDO_EM_OUTRA_CATEGORIA;PENDENTE;
